user_id,group,converted
205,control,0
206,control,0
207,control,0
208,control,0
209,control,0
210,control,0
211,control,0
212,control,0
213,control,0
214,control,0
215,control,0
216,control,0
217,control,0
218,control,0
219,control,0
220,control,0
221,control,0
222,control,0
223,control,0
224,control,0
225,control,0
226,control,0
227,control,1
228,control,0
229,control,1
230,control,0
231,control,0
232,control,0
233,control,0
234,control,0
235,control,0
236,control,0
237,control,0
238,control,0
239,control,0
240,control,0
241,control,1
242,control,1
243,control,1
244,control,0
245,control,0
246,control,1
247,control,0
248,control,1
249,control,1
250,control,0
251,control,0
252,control,0
253,control,0
254,control,0
255,control,0
256,control,0
257,control,1
258,control,0
259,control,0
260,control,0
261,control,0
262,control,1
263,control,0
264,control,0
265,control,0
266,control,0
267,control,0
268,control,0
269,control,0
270,control,0
271,control,0
272,control,0
273,control,0
274,control,1
275,control,0
276,control,0
277,control,0
278,control,0
279,control,0
280,control,0
281,control,1
282,control,0
283,control,0
284,control,0
285,control,0
286,control,0
287,control,0
288,control,0
289,control,0
290,control,0
291,control,0
292,control,0
293,control,0
294,control,0
295,control,0
296,control,0
297,control,0
298,control,0
299,control,0
300,control,0
301,control,0
302,control,0
303,control,0
304,control,0
305,control,0
306,control,1
307,control,0
308,control,0
309,control,0
310,control,0
311,control,0
312,control,0
313,control,0
314,control,1
315,control,0
316,control,0
317,control,0
318,control,0
319,control,0
320,control,0
321,control,0
322,control,0
323,control,0
324,control,0
325,control,1
326,control,0
327,control,0
328,control,0
329,control,0
330,control,0
331,control,0
332,control,0
333,control,0
334,control,0
335,control,0
336,control,0
337,control,0
338,control,0
339,control,0
340,control,0
341,control,0
342,control,0
343,control,0
344,control,0
345,control,0
346,control,0
347,control,0
348,control,0
349,control,0
350,control,0
351,control,0
352,control,0
353,control,0
354,control,0
355,control,0
356,control,0
357,control,0
358,control,0
359,control,1
360,control,0
361,control,0
362,control,0
363,control,0
364,control,0
365,control,1
366,control,0
367,control,1
368,control,1
369,control,0
370,control,0
371,control,0
372,control,0
373,control,0
374,control,0
375,control,0
376,control,0
377,control,0
378,control,0
379,control,0
380,control,0
381,control,0
382,control,0
383,control,0
384,control,0
385,control,0
386,control,0
387,control,0
388,control,0
389,control,0
390,control,0
391,control,1
392,control,0
393,control,0
394,control,0
395,control,0
396,control,1
397,control,0
398,control,0
399,control,0
400,control,0
401,control,0
402,control,1
403,control,0
404,control,0
405,control,0
406,control,1
407,control,0
408,control,0
409,control,1
410,control,0
411,control,0
412,control,1
413,control,1
414,control,0
415,control,0
416,control,0
417,control,0
418,control,0
419,control,0
420,control,0
421,control,0
422,control,0
423,control,0
424,control,0
425,control,0
426,control,0
427,control,0
428,control,1
429,control,0
430,control,0
431,control,0
432,control,0
433,control,0
434,control,0
435,control,0
436,control,0
437,control,0
438,control,0
439,control,0
440,control,0
441,control,0
442,control,1
443,control,0
444,control,0
445,control,0
446,control,1
447,control,1
448,control,0
449,control,0
450,control,0
451,control,0
452,control,0
453,control,0
454,control,1
455,control,0
456,control,0
457,control,0
458,control,0
459,control,0
460,control,0
461,control,0
462,control,0
463,control,0
464,control,0
465,control,1
466,control,0
467,control,0
468,control,0
469,control,0
470,control,1
471,control,0
472,control,1
473,control,0
474,control,1
475,control,0
476,control,1
477,control,0
478,control,0
479,control,1
480,control,0
481,control,0
482,control,0
483,control,0
484,control,0
485,control,0
486,control,1
487,control,0
488,control,0
489,control,1
490,control,1
491,control,0
492,control,0
493,control,0
494,control,0
495,control,0
496,control,0
497,control,0
498,control,0
499,control,1
500,control,1
501,control,0
502,control,0
503,control,0
504,control,0
505,control,0
506,control,0
507,control,1
508,control,0
509,control,1
510,control,0
511,control,0
512,control,0
513,control,1
514,control,0
515,control,0
516,control,0
517,control,0
518,control,0
519,control,1
520,control,0
521,control,0
522,control,0
523,control,1
524,control,0
525,control,0
526,control,0
527,control,0
528,control,0
529,control,0
530,control,0
531,control,0
532,control,1
533,control,1
534,control,0
535,control,0
536,control,1
537,control,0
538,control,0
539,control,0
540,control,0
541,control,1
542,control,0
543,control,0
544,control,0
545,control,0
546,control,0
547,control,0
548,control,0
549,control,0
550,control,0
551,control,0
552,control,0
553,control,0
554,control,0
555,control,0
556,control,0
557,control,0
558,control,0
559,control,0
560,control,0
561,control,0
562,control,0
563,control,0
564,control,0
565,control,0
566,control,0
567,control,0
568,control,0
569,control,1
570,control,0
571,control,0
572,control,0
573,control,0
574,control,0
575,control,0
576,control,1
577,control,0
578,control,1
579,control,0
580,control,0
581,control,0
582,control,1
583,control,0
584,control,0
585,control,0
586,control,0
587,control,0
588,control,0
589,control,0
590,control,0
591,control,0
592,control,0
593,control,0
594,control,0
595,control,1
596,control,0
597,control,0
598,control,0
599,control,0
600,control,0
601,control,0
602,control,0
603,control,0
604,control,0
605,control,0
606,control,0
607,control,0
608,control,0
609,control,0
610,control,0
611,control,0
612,control,0
613,control,0
614,control,0
615,control,0
616,control,1
617,control,0
618,control,0
619,control,0
620,control,0
621,control,0
622,control,0
623,control,0
624,control,0
625,control,0
626,control,0
627,control,0
628,control,0
629,control,0
630,control,0
631,control,0
632,control,1
633,control,0
634,control,0
635,control,0
636,control,0
637,control,0
638,control,0
639,control,0
640,control,0
641,control,0
642,control,0
643,control,0
644,control,0
645,control,0
646,control,1
647,control,0
648,control,0
649,control,0
650,control,0
651,control,0
652,control,0
653,control,0
654,control,0
655,control,0
656,control,0
657,control,0
658,control,0
659,control,0
660,control,0
661,control,0
662,control,1
663,control,0
664,control,0
665,control,0
666,control,0
667,control,0
668,control,0
669,control,0
670,control,0
671,control,0
672,control,1
673,control,0
674,control,0
675,control,0
676,control,1
677,control,0
678,control,0
679,control,1
680,control,0
681,control,0
682,control,0
683,control,0
684,control,0
685,control,1
686,control,0
687,control,0
688,control,0
689,control,0
690,control,0
691,control,0
692,control,0
693,control,0
694,control,0
695,control,0
696,control,0
697,control,0
698,control,0
699,control,0
700,control,0
701,control,0
702,control,0
703,control,0
704,control,0
705,control,0
706,control,1
707,control,0
708,control,0
709,control,0
710,control,0
711,control,0
712,control,0
713,control,0
714,control,0
715,control,0
716,control,1
717,control,0
718,control,1
719,control,0
720,control,0
721,control,1
722,control,0
723,control,0
724,control,0
725,control,0
726,control,0
727,control,0
728,control,0
729,control,0
730,control,0
731,control,0
732,control,0
733,control,0
734,control,0
735,control,0
736,control,0
737,control,0
738,control,0
739,control,0
740,control,0
741,control,0
742,control,0
743,control,0
744,control,0
745,control,0
746,control,1
747,control,0
748,control,0
749,control,1
750,control,0
751,control,0
752,control,1
753,control,0
754,control,0
755,control,0
756,control,0
757,control,0
758,control,0
759,control,1
760,control,0
761,control,0
762,control,0
763,control,0
764,control,0
765,control,0
766,control,0
767,control,0
768,control,0
769,control,0
770,control,0
771,control,0
772,control,0
773,control,0
774,control,0
775,control,0
776,control,0
777,control,0
778,control,0
779,control,0
780,control,0
781,control,0
782,control,0
783,control,0
784,control,0
785,control,0
786,control,1
787,control,0
788,control,0
789,control,0
790,control,1
791,control,0
792,control,0
793,control,0
794,control,0
795,control,0
796,control,0
797,control,1
798,control,0
799,control,0
800,control,1
801,control,0
802,control,0
803,control,0
804,control,0
805,control,0
806,control,0
807,control,1
808,control,1
809,control,0
810,control,0
811,control,1
812,control,0
813,control,0
814,control,1
815,control,0
816,control,0
817,control,0
818,control,0
819,control,0
820,control,0
821,control,0
822,control,0
823,control,0
824,control,0
825,control,0
826,control,1
827,control,0
828,control,0
829,control,0
830,control,0
831,control,0
832,control,0
833,control,0
834,control,0
835,control,0
836,control,0
837,control,1
838,control,0
839,control,0
840,control,0
841,control,0
842,control,0
843,control,0
844,control,1
845,control,0
846,control,0
847,control,0
848,control,1
849,control,0
850,control,0
851,control,0
852,control,0
853,control,0
854,control,1
855,control,0
856,control,0
857,control,0
858,control,0
859,control,0
860,control,0
861,control,0
862,control,0
863,control,0
864,control,0
865,control,0
866,control,0
867,control,0
868,control,0
869,control,0
870,control,1
871,control,0
872,control,0
873,control,0
874,control,0
875,control,0
876,control,0
877,control,0
878,control,0
879,control,0
880,control,0
881,control,0
882,control,0
883,control,0
884,control,0
885,control,0
886,control,0
887,control,0
888,control,0
889,control,0
890,control,0
891,control,0
892,control,0
893,control,0
894,control,0
895,control,0
896,control,0
897,control,0
898,control,1
899,control,0
900,control,0
901,control,0
902,control,0
903,control,0
904,control,0
905,control,0
906,control,1
907,control,0
908,control,0
909,control,0
910,control,0
911,control,0
912,control,0
913,control,0
914,control,0
915,control,0
916,control,0
917,control,0
918,control,1
919,control,0
920,control,0
921,control,0
922,control,0
923,control,1
924,control,0
925,control,0
926,control,0
927,control,0
928,control,0
929,control,0
930,control,0
931,control,0
932,control,0
933,control,1
934,control,0
935,control,0
936,control,0
937,control,0
938,control,1
939,control,0
940,control,0
941,control,0
942,control,0
943,control,0
944,control,0
945,control,0
946,control,0
947,control,0
948,control,1
949,control,0
950,control,0
951,control,0
952,control,0
953,control,0
954,control,1
955,control,0
956,control,0
957,control,0
958,control,0
959,control,0
960,control,0
961,control,0
962,control,0
963,control,0
964,control,0
965,control,0
966,control,0
967,control,0
968,control,0
969,control,0
970,control,0
971,control,0
972,control,1
973,control,0
974,control,0
975,control,0
976,control,0
977,control,0
978,control,0
979,control,0
980,control,0
981,control,0
982,control,0
983,control,0
984,control,0
985,control,0
986,control,0
987,control,0
988,control,0
989,control,0
990,control,0
991,control,0
992,control,0
993,control,0
994,control,0
995,control,0
996,control,0
997,control,1
998,control,0
999,control,1
1000,control,0
1001,control,0
1002,control,0
1003,control,0
1004,control,0
1005,control,0
1006,control,0
1007,control,0
1008,control,0
1009,control,0
1010,control,0
1011,control,0
1012,control,1
1013,control,1
1014,control,0
1015,control,0
1016,control,1
1017,control,0
1018,control,0
1019,control,1
1020,control,0
1021,control,0
1022,control,0
1023,control,1
1024,control,1
1025,control,1
1026,control,0
1027,control,0
1028,control,0
1029,control,0
1030,control,0
1031,control,0
1032,control,0
1033,control,0
1034,control,0
1035,control,0
1036,control,0
1037,control,0
1038,control,0
1039,control,0
1040,control,0
1041,control,0
1042,control,0
1043,control,0
1044,control,0
1045,control,1
1046,control,0
1047,control,0
1048,control,0
1049,control,0
1050,control,0
1051,control,0
1052,control,0
1053,control,1
1054,control,0
1055,control,1
1056,control,0
1057,control,0
1058,control,0
1059,control,0
1060,control,0
1061,control,0
1062,control,1
1063,control,0
1064,control,0
1065,control,0
1066,control,0
1067,control,0
1068,control,0
1069,control,0
1070,control,0
1071,control,0
1072,control,0
1073,control,0
1074,control,0
1075,control,1
1076,control,0
1077,control,0
1078,control,0
1079,control,0
1080,control,1
1081,control,0
1082,control,0
1083,control,0
1084,control,0
1085,control,1
1086,control,0
1087,control,0
1088,control,0
1089,control,1
1090,control,0
1091,control,1
1092,control,0
1093,control,0
1094,control,0
1095,control,0
1096,control,0
1097,control,0
1098,control,0
1099,control,0
1100,control,0
1101,control,0
1102,control,1
1103,control,1
1104,control,1
1105,control,1
1106,control,0
1107,control,0
1108,control,0
1109,control,0
1110,control,0
1111,control,0
1112,control,0
1113,control,0
1114,control,0
1115,control,0
1116,control,0
1117,control,0
1118,control,0
1119,control,0
1120,control,0
1121,control,1
1122,control,1
1123,control,0
1124,control,0
1125,control,0
1126,control,0
1127,control,0
1128,control,0
1129,control,0
1130,control,0
1131,control,0
1132,control,0
1133,control,0
1134,control,0
1135,control,0
1136,control,0
1137,control,0
1138,control,0
1139,control,0
1140,control,0
1141,control,0
1142,control,0
1143,control,0
1144,control,0
1145,control,0
1146,control,0
1147,control,0
1148,control,0
1149,control,0
1150,control,0
1151,control,0
1152,control,0
1153,control,0
1154,control,0
1155,control,0
1156,control,0
1157,control,0
1158,control,1
1159,control,0
1160,control,0
1161,control,0
1162,control,0
1163,control,0
1164,control,0
1165,control,0
1166,control,0
1167,control,0
1168,control,0
1169,control,0
1170,control,0
1171,control,0
1172,control,1
1173,control,0
1174,control,0
1175,control,0
1176,control,0
1177,control,0
1178,control,0
1179,control,0
1180,control,0
1181,control,1
1182,control,0
1183,control,0
1184,control,1
1185,control,0
1186,control,1
1187,control,0
1188,control,0
1189,control,0
1190,control,0
1191,control,0
1192,control,0
1193,control,0
1194,control,0
1195,control,0
1196,control,0
1197,control,1
1198,control,1
1199,control,0
1200,control,0
1201,control,0
1202,control,0
1203,control,0
1204,control,0
1205,control,0
1206,control,0
1207,control,0
1208,control,0
1209,control,0
1210,control,1
1211,control,0
1212,control,0
1213,control,0
1214,control,0
1215,control,0
1216,control,0
1217,control,0
1218,control,0
1219,control,0
1220,control,0
1221,control,1
1222,control,0
1223,control,0
1224,control,1
1225,control,0
1226,control,0
1227,control,0
1228,control,0
1229,control,1
1230,control,0
1231,control,1
1232,control,0
1233,control,0
1234,control,0
1235,control,0
1236,control,0
1237,control,0
1238,control,0
1239,control,1
1240,control,0
1241,control,0
1242,control,0
1243,control,0
1244,control,0
1245,control,0
1246,control,0
1247,control,0
1248,control,0
1249,control,1
1250,control,0
1251,control,0
1252,control,0
1253,control,0
1254,control,0
1255,control,0
1256,control,0
1257,control,0
1258,control,0
1259,control,0
1260,control,0
1261,control,0
1262,control,0
1263,control,0
1264,control,0
1265,control,0
1266,control,0
1267,control,0
1268,control,0
1269,control,0
1270,control,0
1271,control,0
1272,control,0
1273,control,0
1274,control,0
1275,control,0
1276,control,0
1277,control,0
1278,control,1
1279,control,0
1280,control,0
1281,control,0
1282,control,0
1283,control,0
1284,control,0
1285,control,0
1286,control,0
1287,control,0
1288,control,0
1289,control,0
1290,control,0
1291,control,0
1292,control,0
1293,control,0
1294,control,0
1295,control,0
1296,control,0
1297,control,0
1298,control,0
1299,control,0
1300,control,0
1301,control,0
1302,control,1
1303,control,0
1304,control,0
1305,control,0
1306,control,0
1307,control,0
1308,control,0
1309,control,0
1310,control,0
1311,control,0
1312,control,1
1313,control,0
1314,control,0
1315,control,0
1316,control,0
1317,control,0
1318,control,0
1319,control,0
1320,control,0
1321,control,0
1322,control,0
1323,control,0
1324,control,0
1325,control,1
1326,control,0
1327,control,0
1328,control,0
1329,control,0
1330,control,0
1331,control,0
1332,control,0
1333,control,0
1334,control,1
1335,control,1
1336,control,0
1337,control,0
1338,control,0
1339,control,0
1340,control,0
1341,control,0
1342,control,0
1343,control,0
1344,control,0
1345,control,0
1346,control,0
1347,control,0
1348,control,0
1349,control,1
1350,control,0
1351,control,0
1352,control,0
1353,control,0
1354,control,0
1355,control,0
1356,control,0
1357,control,1
1358,control,0
1359,control,0
1360,control,0
1361,control,1
1362,control,0
1363,control,0
1364,control,0
1365,control,0
1366,control,0
1367,control,0
1368,control,1
1369,control,0
1370,control,0
1371,control,1
1372,control,0
1373,control,0
1374,control,0
1375,control,0
1376,control,0
1377,control,0
1378,control,0
1379,control,0
1380,control,0
1381,control,0
1382,control,0
1383,control,1
1384,control,0
1385,control,0
1386,control,0
1387,control,0
1388,control,0
1389,control,1
1390,control,0
1391,control,0
1392,control,0
1393,control,0
1394,control,0
1395,control,0
1396,control,0
1397,control,0
1398,control,0
1399,control,0
1400,control,0
1401,control,0
1402,control,0
1403,control,0
1404,control,0
1405,control,0
1406,control,0
1407,control,0
1408,control,0
1409,control,0
1410,control,0
1411,control,0
1412,control,0
1413,control,0
1414,control,0
1415,control,0
1416,control,1
1417,control,0
1418,control,0
1419,control,0
1420,control,1
1421,control,0
1422,control,0
1423,control,0
1424,control,0
1425,control,1
1426,control,1
1427,control,0
1428,control,1
1429,control,0
1430,control,0
1431,control,0
1432,control,0
1433,control,0
1434,control,0
1435,control,0
1436,control,0
1437,control,0
1438,control,0
1439,control,0
1440,control,0
1441,control,1
1442,control,0
1443,control,0
1444,control,0
1445,control,0
1446,control,0
1447,control,0
1448,control,0
1449,control,1
1450,control,0
1451,control,0
1452,control,0
1453,control,0
1454,control,0
1455,control,0
1456,control,1
1457,control,0
1458,control,0
1459,control,0
1460,control,0
1461,control,0
1462,control,0
1463,control,0
1464,control,0
1465,control,1
1466,control,0
1467,control,1
1468,control,0
1469,control,0
1470,control,0
1471,control,0
1472,control,0
1473,control,0
1474,control,0
1475,control,0
1476,control,0
1477,control,0
1478,control,0
1479,control,0
1480,control,0
1481,control,0
1482,control,0
1483,control,0
1484,control,0
1485,control,0
1486,control,0
1487,control,0
1488,control,0
1489,control,0
1490,control,0
1491,control,0
1492,control,0
1493,control,0
1494,control,0
1495,control,0
1496,control,0
1497,control,0
1498,control,0
1499,control,0
1500,control,0
1501,control,0
1502,control,0
1503,control,0
1504,control,0
1505,control,0
1506,control,0
1507,control,0
1508,control,0
1509,control,0
1510,control,0
1511,control,0
1512,control,0
1513,control,1
1514,control,0
1515,control,0
1516,control,0
1517,control,0
1518,control,1
1519,control,0
1520,control,1
1521,control,0
1522,control,1
1523,control,0
1524,control,0
1525,control,0
1526,control,0
1527,control,0
1528,control,0
1529,control,0
1530,control,0
1531,control,0
1532,control,0
1533,control,0
1534,control,0
1535,control,0
1536,control,0
1537,control,0
1538,control,0
1539,control,0
1540,control,0
1541,control,0
1542,control,0
1543,control,0
1544,control,0
1545,control,1
1546,control,0
1547,control,0
1548,control,0
1549,control,0
1550,control,0
1551,control,1
1552,control,0
1553,control,0
1554,control,1
1555,control,0
1556,control,0
1557,control,0
1558,control,0
1559,control,0
1560,control,1
1561,control,0
1562,control,0
1563,control,0
1564,control,0
1565,control,0
1566,control,0
1567,control,0
1568,control,0
1569,control,0
1570,control,0
1571,control,0
1572,control,0
1573,control,0
1574,control,0
1575,control,0
1576,control,0
1577,control,0
1578,control,0
1579,control,0
1580,control,0
1581,control,0
1582,control,0
1583,control,0
1584,control,0
1585,control,1
1586,control,0
1587,control,0
1588,control,0
1589,control,0
1590,control,0
1591,control,0
1592,control,1
1593,control,0
1594,control,0
1595,control,0
1596,control,0
1597,control,0
1598,control,0
1599,control,0
1600,control,1
1601,control,0
1602,control,0
1603,control,0
1604,control,0
1605,control,0
1606,control,0
1607,control,0
1608,control,0
1609,control,0
1610,control,0
1611,control,1
1612,control,0
1613,control,0
1614,control,0
1615,control,0
1616,control,0
1617,control,1
1618,control,0
1619,control,0
1620,control,0
1621,control,0
1622,control,0
1623,control,0
1624,control,1
1625,control,0
1626,control,0
1627,control,0
1628,control,0
1629,control,0
1630,control,0
1631,control,0
1632,control,0
1633,control,0
1634,control,0
1635,control,1
1636,control,0
1637,control,0
1638,control,0
1639,control,1
1640,control,1
1641,control,0
1642,control,0
1643,control,0
1644,control,0
1645,control,0
1646,control,0
1647,control,0
1648,control,0
1649,control,0
1650,control,0
1651,control,0
1652,control,0
1653,control,0
1654,control,0
1655,control,0
1656,control,1
1657,control,0
1658,control,0
1659,control,0
1660,control,0
1661,control,0
1662,control,0
1663,control,1
1664,control,0
1665,control,1
1666,control,0
1667,control,0
1668,control,1
1669,control,0
1670,control,0
1671,control,0
1672,control,0
1673,control,0
1674,control,0
1675,control,0
1676,control,0
1677,control,0
1678,control,0
1679,control,0
1680,control,0
1681,control,0
1682,control,1
1683,control,0
1684,control,0
1685,control,0
1686,control,0
1687,control,1
1688,control,0
1689,control,0
1690,control,0
1691,control,0
1692,control,0
1693,control,0
1694,control,0
1695,control,0
1696,control,0
1697,control,0
1698,control,0
1699,control,1
1700,control,0
1701,control,1
1702,control,0
1703,control,0
1704,control,0
1705,control,0
1706,control,0
1707,control,0
1708,control,0
1709,control,0
1710,control,0
1711,control,0
1712,control,0
1713,control,0
1714,control,0
1715,control,0
1716,control,1
1717,control,0
1718,control,0
1719,control,1
1720,control,0
1721,control,0
1722,control,0
1723,control,0
1724,control,0
1725,control,0
1726,control,0
1727,control,0
1728,control,1
1729,control,0
1730,control,0
1731,control,0
1732,control,0
1733,control,0
1734,control,0
1735,control,0
1736,control,1
1737,control,0
1738,control,0
1739,control,0
1740,control,0
1741,control,0
1742,control,0
1743,control,0
1744,control,0
1745,control,0
1746,control,0
1747,control,0
1748,control,0
1749,control,0
1750,control,0
1751,control,0
1752,control,0
1753,control,0
1754,control,0
1755,control,1
1756,control,0
1757,control,1
1758,control,0
1759,control,0
1760,control,0
1761,control,0
1762,control,0
1763,control,0
1764,control,0
1765,control,0
1766,control,0
1767,control,0
1768,control,0
1769,control,0
1770,control,0
1771,control,0
1772,control,0
1773,control,1
1774,control,1
1775,control,0
1776,control,0
1777,control,0
1778,control,0
1779,control,0
1780,control,0
1781,control,0
1782,control,1
1783,control,0
1784,control,0
1785,control,0
1786,control,1
1787,control,0
1788,control,0
1789,control,0
1790,control,0
1791,control,0
1792,control,0
1793,control,0
1794,control,0
1795,control,0
1796,control,0
1797,control,0
1798,control,0
1799,control,0
1800,control,0
1801,control,1
1802,control,0
1803,control,0
1804,control,0
1805,control,0
1806,control,0
1807,control,0
1808,control,0
1809,control,0
1810,control,0
1811,control,0
1812,control,0
1813,control,0
1814,control,0
1815,control,0
1816,control,1
1817,control,0
1818,control,0
1819,control,0
1820,control,0
1821,control,0
1822,control,0
1823,control,0
1824,control,0
1825,control,0
1826,control,0
1827,control,0
1828,control,1
1829,control,0
1830,control,0
1831,control,1
1832,control,0
1833,control,0
1834,control,0
1835,control,0
1836,control,0
1837,control,0
1838,control,0
1839,control,1
1840,control,0
1841,control,0
1842,control,0
1843,control,0
1844,control,0
1845,control,1
1846,control,0
1847,control,0
1848,control,0
1849,control,1
1850,control,0
1851,control,0
1852,control,0
1853,control,0
1854,control,0
1855,control,1
1856,control,0
1857,control,0
1858,control,0
1859,control,0
1860,control,0
1861,control,0
1862,control,0
1863,control,0
1864,control,0
1865,control,1
1866,control,1
1867,control,0
1868,control,0
1869,control,0
1870,control,0
1871,control,0
1872,control,0
1873,control,0
1874,control,0
1875,control,0
1876,control,0
1877,control,0
1878,control,0
1879,control,0
1880,control,0
1881,control,0
1882,control,0
1883,control,0
1884,control,0
1885,control,0
1886,control,0
1887,control,0
1888,control,0
1889,control,0
1890,control,1
1891,control,0
1892,control,0
1893,control,0
1894,control,0
1895,control,0
1896,control,0
1897,control,0
1898,control,0
1899,control,0
1900,control,0
1901,control,0
1902,control,0
1903,control,0
1904,control,0
1905,control,0
1906,control,0
1907,control,1
1908,control,0
1909,control,0
1910,control,0
1911,control,0
1912,control,0
1913,control,1
1914,control,0
1915,control,0
1916,control,0
1917,control,1
1918,control,0
1919,control,0
1920,control,0
1921,control,0
1922,control,0
1923,control,0
1924,control,0
1925,control,0
1926,control,0
1927,control,0
1928,control,0
1929,control,0
1930,control,0
1931,control,0
1932,control,0
1933,control,0
1934,control,0
1935,control,0
1936,control,0
1937,control,0
1938,control,0
1939,control,0
1940,control,0
1941,control,0
1942,control,0
1943,control,0
1944,control,0
1945,control,0
1946,control,0
1947,control,0
1948,control,0
1949,control,0
1950,control,0
1951,control,0
1952,control,0
1953,control,0
1954,control,0
1955,control,1
1956,control,1
1957,control,0
1958,control,0
1959,control,0
1960,control,0
1961,control,0
1962,control,0
1963,control,0
1964,control,0
1965,control,0
1966,control,0
1967,control,0
1968,control,0
1969,control,0
1970,control,0
1971,control,0
1972,control,0
1973,control,0
1974,control,0
1975,control,0
1976,control,1
1977,control,0
1978,control,0
1979,control,0
1980,control,0
1981,control,0
1982,control,0
1983,control,0
1984,control,0
1985,control,0
1986,control,0
1987,control,0
1988,control,0
1989,control,0
1990,control,0
1991,control,0
1992,control,0
1993,control,0
1994,control,0
1995,control,0
1996,control,0
1997,control,1
1998,control,0
1999,control,0
2000,control,0
2001,test,0
2002,test,0
2003,test,1
2004,test,0
2005,test,0
2006,test,0
2007,test,0
2008,test,0
2009,test,0
2010,test,0
2011,test,0
2012,test,0
2013,test,1
2014,test,0
2015,test,0
2016,test,0
2017,test,0
2018,test,1
2019,test,0
2020,test,0
2021,test,1
2022,test,0
2023,test,1
2024,test,0
2025,test,0
2026,test,0
2027,test,0
2028,test,1
2029,test,0
2030,test,0
2031,test,0
2032,test,0
2033,test,0
2034,test,1
2035,test,0
2036,test,0
2037,test,0
2038,test,0
2039,test,0
2040,test,0
2041,test,0
2042,test,0
2043,test,0
2044,test,0
2045,test,1
2046,test,0
2047,test,0
2048,test,0
2049,test,0
2050,test,0
2051,test,0
2052,test,0
2053,test,0
2054,test,1
2055,test,0
2056,test,0
2057,test,0
2058,test,0
2059,test,0
2060,test,0
2061,test,0
2062,test,0
2063,test,0
2064,test,0
2065,test,0
2066,test,0
2067,test,0
2068,test,0
2069,test,0
2070,test,0
2071,test,0
2072,test,0
2073,test,0
2074,test,1
2075,test,1
2076,test,1
2077,test,0
2078,test,0
2079,test,1
2080,test,0
2081,test,0
2082,test,0
2083,test,0
2084,test,1
2085,test,0
2086,test,0
2087,test,0
2088,test,0
2089,test,0
2090,test,0
2091,test,0
2092,test,1
2093,test,0
2094,test,0
2095,test,0
2096,test,0
2097,test,0
2098,test,0
2099,test,0
2100,test,0
2101,test,1
2102,test,0
2103,test,0
2104,test,0
2105,test,0
2106,test,0
2107,test,0
2108,test,1
2109,test,0
2110,test,1
2111,test,0
2112,test,0
2113,test,0
2114,test,1
2115,test,0
2116,test,0
2117,test,0
2118,test,0
2119,test,0
2120,test,1
2121,test,0
2122,test,0
2123,test,1
2124,test,0
2125,test,1
2126,test,0
2127,test,0
2128,test,0
2129,test,1
2130,test,0
2131,test,0
2132,test,0
2133,test,0
2134,test,0
2135,test,0
2136,test,1
2137,test,0
2138,test,0
2139,test,0
2140,test,0
